tconst,p1,p2,p3,p4,p5,p6
tt6012244,0,0,0,0,0,0
tt8748608,0,0,0,0,0,0
tt7231546,0,0,0,0,0,0
tt6109124,0,0,0,0,0,0
tt7844166,0,0,0,0,0,0
tt6710826,0,0,0,0,0,0
tt6155374,0,0,0,0,0,0
tt6237268,0,0,0,0,0,0
tt8665746,0,0,0,0,0,0
tt7336572,0,0,0,0,0,0
tt7470414,0,0,0,0,0,0
tt7764650,0,0,0,0,0,0
tt7510798,0,0,0,0,0,0
tt6409762,0,0,0,0,0,0
tt6020428,0,0,0,0,0,0
tt5581752,0,0,0,0,0,0
tt7897478,0,0,0,0,0,0
tt8176040,0,84,0,0,0,0
tt9625664,0,77,0,0,0,0
tt6146586,0,0,0,0,63,79
tt7390646,0,0,0,0,51,83
tt8179388,0,0,0,0,0,0
tt5316540,0,0,0,0,0,0
tt7721800,0,0,0,0,0,0
tt7605074,0,0,0,0,0,0
tt7734218,0,0,0,0,0,0
tt7456310,0,0,0,0,0,0
tt8291224,0,0,0,0,0,0
tt8364368,0,0,0,0,0,0
tt7825208,0,0,0,0,0,0
tt5719748,0,0,0,0,0,0
tt5886046,0,0,0,0,0,0
tt1618434,0,0,0,0,0,0
tt2283336,0,0,0,0,0,0
tt2386490,0,0,0,0,0,0
tt1488606,0,0,0,0,0,0
tt5884052,0,0,0,0,0,0
tt6565702,0,0,0,0,0,0
tt9243946,0,0,0,0,0,0
tt0437086,0,0,0,0,0,0
tt6836936,0,0,0,0,0,0
tt7430722,0,0,0,0,0,0
tt6811018,0,0,0,0,0,0
tt6264938,0,0,0,0,0,0
tt2499472,0,0,0,0,0,0
tt7167686,0,0,0,0,0,0
tt7458762,0,0,0,0,0,0
tt6903440,0,0,0,0,0,0
tt8400758,0,0,0,0,0,0
tt6772804,0,0,0,0,0,0
tt6643972,0,0,0,0,0,0
tt9260636,0,0,0,0,0,0
tt8743064,0,0,0,0,0,0
tt8959820,0,0,0,0,0,0
tt5822564,0,0,0,0,0,0
tt8836988,0,0,0,0,0,0
tt8869978,0,0,0,0,0,0
tt5941692,0,0,0,0,0,0
tt6058388,0,44,0,0,0,0
tt1502397,0,0,0,0,78,25
tt8108274,0,0,0,0,0,45
tt10838180,0,80,0,0,0,0
tt0080491,0,0,0,0,0,0
tt7504726,88,0,0,0,0,0
tt10060094,21,0,0,0,0,0
tt8096832,34,0,0,0,0,0
tt6324278,82,92,0,0,0,0
tt7547410,69,0,0,0,0,0
tt1979376,68,0,0,0,96,0
tt6139732,95,0,0,0,87,37
tt7343762,52,0,0,0,0,0
tt0385752,62,0,0,0,0,0
tt0065832,0,0,0,0,0,0
tt0065134,0,0,0,0,0,0
tt0065988,0,0,0,0,0,0
tt0065421,0,0,0,0,0,0
tt0067959,0,0,0,0,0,0
tt0066817,0,0,0,0,0,0
tt0070233,0,0,0,0,0,0
tt0071615,0,0,0,0,0,0
tt0070608,0,0,0,0,0,0
tt0070948,0,0,0,0,0,0
tt0071411,0,0,0,0,0,0
tt0073341,0,0,0,0,0,0
tt0072684,0,0,0,0,0,0
tt0071853,0,0,0,0,0,0
tt0073195,0,0,0,0,0,0
tt0072901,0,0,0,0,0,0
tt0074452,0,0,0,0,0,0
tt0074751,0,0,0,0,0,0
tt0252489,0,0,0,0,0,0
tt0076740,0,0,0,0,0,0
tt0076538,0,0,0,0,0,0
tt0076618,0,0,0,0,0,0
tt0078504,0,0,0,0,0,0
tt0079240,0,0,0,0,0,0
tt0077869,0,0,0,0,0,0
tt0078480,0,0,0,0,0,0
tt0077766,0,0,0,0,0,0
tt0079833,0,0,0,0,0,0
tt0080855,0,0,0,0,0,0
tt0076276,0,0,0,0,0,0
tt0081353,0,0,0,0,0,0
tt0078935,0,0,0,0,0,0
tt0080453,0,0,0,0,0,0
tt0080455,0,0,0,0,0,0
tt0082484,0,0,0,0,0,0
tt0082509,0,0,0,0,0,0
tt0082432,0,0,0,0,0,0
tt0082348,0,0,0,0,0,0
tt0081633,0,0,0,0,0,0
tt0082406,0,0,0,0,0,0
tt0082096,0,0,0,0,0,0
tt0084237,0,0,0,0,0,0
tt0083946,0,0,0,0,0,0
tt0084649,0,0,0,0,0,0
tt0083791,0,0,0,0,0,0
tt0085750,0,0,0,0,0,0
tt0086197,0,0,0,0,0,0
tt0085995,0,0,0,0,0,0
tt0087910,0,0,0,0,0,0
tt0087892,0,0,0,0,0,0
tt0087365,0,0,0,0,0,0
tt0087755,0,0,0,0,0,0
tt0086993,0,0,0,0,0,0
tt0086856,0,0,0,0,0,0
tt0088323,0,0,0,0,0,0
tt0087544,0,0,0,0,0,0
tt0089153,0,0,0,0,0,0
tt0090357,0,0,0,0,0,0
tt0089114,0,0,0,0,0,0
tt0089908,0,0,0,0,0,0
tt0089457,0,0,0,0,0,0
tt0090056,0,0,0,0,0,0
tt0089791,0,0,0,0,0,0
tt0089670,0,0,0,0,0,0
tt0089469,0,0,0,0,0,0
tt0089218,0,0,0,0,0,0
tt0088763,0,0,0,0,0,0
tt0091557,0,0,0,0,0,0
tt0091059,0,0,0,0,0,0
tt0091149,0,0,0,0,0,0
tt0090633,0,0,0,0,0,0
tt0091530,0,0,0,0,0,0
tt0092007,0,0,0,0,0,0
tt0091369,0,0,0,0,0,0
tt0092067,0,0,0,0,0,0
tt0092005,0,0,0,0,0,0
tt0092695,0,0,0,0,0,0
tt0092513,0,0,0,0,0,0
tt0093300,0,0,0,0,0,0
tt0094012,0,0,0,0,0,0
tt0093779,0,0,0,0,0,0
tt0094890,0,0,0,0,0,0
tt0095800,0,0,0,0,0,0
tt0095776,0,0,0,0,0,0
tt0095250,0,0,0,0,0,0
tt0096764,0,0,0,0,0,0
tt0095489,0,0,0,0,0,0
tt0096438,0,0,0,0,0,0
tt0098663,0,0,0,0,0,0
tt0097737,0,0,0,0,0,0
tt0097388,0,0,0,0,0,0
tt0098627,0,0,0,0,0,0
tt0097814,0,0,0,0,0,0
tt0096928,0,0,0,0,0,0
tt0097523,0,0,0,0,0,0
tt0096754,0,0,0,0,0,0
tt0096874,0,0,0,0,0,0
tt0100240,0,0,0,0,0,0
tt0099472,0,0,0,0,0,0
tt0100054,0,0,0,0,0,0
tt0100944,0,0,0,0,0,0
tt0100477,0,0,0,0,0,0
tt0099348,0,0,0,0,0,0
tt0099088,0,0,0,0,0,0
tt0102782,0,0,0,0,0,0
tt0103247,0,0,0,0,0,0
tt0101329,0,0,0,0,0,0
tt0101452,0,0,0,0,0,0
tt0103074,0,0,0,0,0,0
tt0102057,0,0,0,0,0,0
tt0103924,0,0,0,0,0,0
tt0104839,0,0,0,0,0,0
tt0104254,0,0,0,0,0,0
tt0105629,0,0,0,0,0,0
tt0104437,0,0,0,0,0,0
tt0104231,0,0,0,0,0,0
tt0104652,0,0,0,0,0,0
tt0103639,0,0,0,0,0,0
tt0108526,0,0,0,0,0,0
tt0107131,0,0,0,0,0,0
tt0108255,0,0,0,0,0,0
tt0106246,0,0,0,0,0,0
tt0106965,0,0,0,0,0,0
tt0106611,0,0,0,0,0,0
tt0107977,0,0,0,0,0,0
tt0110357,0,61,0,0,0,0
tt0110687,0,0,0,0,0,0
tt0110213,0,0,0,0,0,0
tt0110763,0,0,0,0,0,0
tt0110997,0,0,0,0,0,0
tt0109190,0,0,0,0,0,0
tt0113114,0,0,0,0,0,0
tt0110443,0,0,0,0,0,0
tt0114287,0,0,0,0,0,0
tt0114694,0,0,0,0,0,0
tt0114148,0,0,0,0,0,0
tt0114709,0,0,0,0,0,0
tt0116552,0,0,0,0,0,0
tt0117119,0,0,0,0,0,0
tt0118158,0,0,0,0,0,0
tt0116329,0,0,0,0,0,0
tt0115641,0,0,0,0,0,0
tt0116409,0,0,0,0,0,0
tt0116683,0,0,0,0,0,0
tt0117705,0,0,0,0,0,0
tt0119718,0,0,0,0,0,0
tt0118755,0,0,0,0,0,0
tt0118689,0,0,0,0,0,0
tt0118617,0,0,0,0,0,0
tt0120102,0,0,0,0,0,0
tt0119282,0,0,0,0,0,0
tt0118655,0,0,0,0,0,0
tt0119698,0,0,0,0,0,0
tt0125454,0,0,0,0,0,0
tt0120800,0,0,0,0,0,0
tt0119053,0,0,0,0,0,0
tt0134067,0,0,0,0,0,0
tt0120595,0,0,0,0,0,0
tt0120794,0,0,0,0,0,0
tt0120783,0,0,0,0,0,0
tt0120587,0,0,0,0,0,0
tt0120762,0,0,0,0,0,0
tt0120669,0,0,0,0,0,0
tt0120623,0,0,0,0,0,0
tt0158811,0,0,0,0,0,0
tt0129332,0,0,0,0,0,0
tt0133385,0,0,0,0,0,0
tt0151137,0,0,0,0,0,0
tt0164912,0,0,0,0,0,0
tt0177789,0,0,0,0,0,0
tt0120855,0,0,0,0,0,0
tt0120655,0,0,0,0,0,0
tt0120363,0,0,0,0,0,0
tt0229260,0,0,0,0,0,0
tt0266308,0,0,0,0,0,0
tt0120630,0,0,0,0,0,0
tt0181875,0,0,0,0,0,0
tt0162222,0,0,0,0,0,0
tt0293416,0,0,0,0,0,0
tt0236493,0,0,0,0,0,0
tt0250687,0,0,0,0,0,0
tt0126029,0,0,0,0,0,0
tt0245429,0,0,0,0,0,0
tt0198781,0,0,0,0,0,0
tt0120737,0,0,0,0,0,0
tt0282120,0,0,0,0,0,0
tt0302674,0,0,0,0,0,0
tt0280030,0,0,0,0,0,0
tt0295427,0,0,0,0,0,0
tt0281373,0,0,0,0,0,0
tt0252444,0,0,0,0,0,0
tt0165832,0,0,0,0,0,0
tt0240510,0,0,0,0,0,0
tt0265298,0,0,0,0,0,0
tt0347618,0,0,0,0,0,0
tt0250223,0,0,0,0,0,0
tt0243585,0,0,0,0,0,0
tt0166813,0,0,0,0,0,0
tt0267913,0,0,0,0,0,0
tt0133240,0,0,0,0,0,0
tt0275847,0,0,0,0,0,0
tt0268380,0,0,0,0,0,0
tt0295297,0,0,0,0,0,0
tt0167261,0,0,0,0,0,0
tt0367495,0,0,0,0,0,0
tt0283426,0,0,0,0,0,0
tt0308152,0,0,0,0,0,0
tt0294357,0,0,0,0,0,0
tt0388473,0,0,0,0,0,0
tt0318155,0,0,0,0,0,0
tt0338188,0,0,0,0,0,0
tt0379557,0,0,0,0,0,0
tt0306841,0,0,0,0,0,0
tt0165982,0,0,0,0,0,0
tt0312528,0,0,0,0,0,0
tt0374102,0,0,0,0,0,0
tt0316396,0,0,0,0,0,0
tt0311289,0,0,0,0,0,0
tt0328880,0,0,0,0,0,0
tt0159365,0,0,0,0,0,0
tt0319061,0,0,0,0,0,0
tt0266543,0,0,0,0,0,0
tt0167260,0,0,0,0,0,0
tt0338512,0,0,0,0,0,0
tt0299172,0,0,0,0,0,0
tt0364751,0,0,0,0,0,0
tt0331632,0,0,0,0,0,0
tt0384116,0,0,0,0,0,0
tt0345950,0,0,0,0,0,0
tt0318462,0,0,0,0,0,0
tt0307453,0,0,0,0,0,0
tt0366551,0,0,0,0,0,0
tt0339291,0,0,0,0,0,0
tt0347149,0,0,0,0,0,0
tt0298148,0,0,0,0,0,0
tt0304141,0,0,0,0,0,0
tt0409011,0,0,0,0,0,0
tt0376105,0,0,0,0,0,0
tt0361089,0,0,0,0,0,0
tt0366780,0,0,0,0,0,0
tt0368578,0,0,0,0,0,0
tt0419294,0,0,0,0,0,0
tt0407265,0,0,0,0,0,0
tt0400497,0,0,0,0,0,0
tt0402894,0,0,0,0,0,0
tt0452598,0,0,0,0,0,0
tt0405325,0,0,0,0,0,0
tt0371606,0,0,0,0,0,0
tt0312004,0,0,0,0,0,0
tt0358082,0,0,0,0,0,0
tt0371724,0,0,0,0,0,0
tt0435625,0,0,0,0,0,0
tt0351283,0,0,0,0,0,0
tt0363771,0,0,0,0,0,0
tt0407304,0,0,0,0,0,0
tt0367594,0,0,0,0,0,0
tt0330373,0,0,0,0,0,0
tt0381971,0,0,0,0,0,0
tt0810827,0,0,0,0,0,0
tt0470055,0,0,0,0,0,0
tt0414853,0,0,0,0,0,0
tt0344854,0,0,0,0,0,0
tt0449089,0,0,0,0,0,0
tt0397313,0,0,0,0,0,0
tt0400717,0,0,0,0,0,0
tt0385880,0,0,0,0,0,0
tt0424095,0,0,0,0,0,0
tt0387808,0,0,0,0,0,0
tt0327084,0,0,0,0,0,0
tt0366548,0,0,0,0,0,0
tt0438097,0,0,0,0,0,0
tt0477347,0,0,0,0,0,0
tt0450259,0,0,0,0,0,0
tt0484562,0,0,0,0,0,0
tt0455782,0,0,0,0,0,0
tt0473360,0,0,0,0,0,0
tt0760329,0,0,0,0,0,0
tt0396555,0,0,0,0,0,0
tt0799949,0,0,0,0,0,0
tt0367959,0,0,0,0,0,0
tt0389790,0,0,0,0,0,0
tt0838221,0,0,0,0,0,0
tt0486655,0,0,0,0,0,0
tt0413267,0,0,0,0,0,0
tt0462538,0,0,0,0,0,0
tt0758758,0,0,0,0,0,0
tt0382932,0,0,0,0,0,0
tt0844457,0,0,0,0,0,0
tt0997047,0,0,0,0,0,0
tt0489282,0,0,0,0,0,0
tt1014775,0,0,0,0,0,0
tt0463872,0,0,0,0,0,0
tt0410377,0,0,0,0,0,0
tt0420238,0,0,0,0,0,0
tt0765476,0,0,0,0,0,0
tt0970411,0,0,0,0,0,0
tt0494238,0,0,0,0,0,0
tt0876563,0,0,0,0,0,0
tt0455824,0,0,0,0,0,0
tt0451079,0,0,0,0,0,0
tt0481536,0,0,0,0,0,0
tt0397892,0,0,0,0,0,0
tt0479952,0,0,0,0,0,0
tt0910970,0,0,0,0,0,0
tt0775552,0,0,0,0,0,0
tt1085779,0,0,0,0,0,0
tt0485601,0,0,0,0,0,0
tt1127715,0,0,0,0,0,0
tt1073105,0,0,0,0,0,0
tt0762125,0,0,0,0,0,0
tt0862467,0,0,0,0,0,0
tt0489049,0,0,0,0,0,0
tt0780511,0,0,0,0,0,0
tt1186830,0,0,0,0,0,0
tt0386117,0,0,0,0,0,0
tt0780521,0,0,0,0,0,0
tt1054606,0,0,0,0,0,0
tt1078912,0,0,0,0,0,0
tt0432283,0,0,0,0,0,0
tt0844471,0,0,0,0,0,0
tt1080016,0,0,0,0,0,0
tt1259571,0,0,0,0,0,0
tt1156398,0,0,0,0,0,0
tt1049413,0,0,0,0,0,0
tt0361748,0,0,0,0,0,0
tt1213012,0,0,0,0,0,0
tt1316622,0,0,0,0,0,0
tt1320291,0,0,0,0,0,0
tt1302067,0,0,0,0,0,0
tt1401143,0,0,0,0,0,0
tt1320261,0,0,0,0,0,0
tt1568921,0,0,0,0,0,0
tt1470827,0,0,0,0,0,0
tt0892318,0,0,0,0,0,0
tt1023114,0,0,0,0,0,0
tt0980970,0,0,0,0,0,0
tt0814255,0,0,0,0,0,0
tt0892791,0,0,0,0,0,0
tt1014759,0,0,0,0,0,0
tt0398286,0,0,0,0,0,0
tt0926084,0,0,0,0,0,0
tt0435761,0,0,0,0,0,0
tt0961097,0,0,0,0,0,0
tt1449283,0,0,0,0,0,0
tt1615918,0,0,0,0,0,0
tt1411704,0,0,0,0,0,0
tt1703148,0,0,0,0,0,0
tt1402488,0,0,0,0,0,0
tt1067774,0,0,0,0,0,0
tt1430607,0,0,0,0,0,0
tt0377981,0,0,0,0,0,0
tt0881320,0,0,0,0,0,0
tt1268799,0,0,0,0,0,0
tt1912398,0,0,0,0,0,0
tt0472181,0,0,0,0,0,0
tt1204342,0,0,0,0,0,0
tt0477302,0,0,0,0,0,0
tt1216475,0,0,0,0,0,0
tt1436562,0,0,0,0,0,0
tt1192628,0,0,0,0,0,0
tt1092026,0,0,0,0,0,0
tt1201607,0,0,0,0,0,0
tt1663143,0,0,0,0,0,0
tt1520498,0,0,0,0,0,0
tt1816518,0,0,0,0,0,0
tt2471640,0,0,0,0,0,0
tt2023690,0,0,0,0,0,0
tt0337692,0,0,0,0,0,0
tt1430626,0,0,0,0,0,0
tt2125435,0,0,0,0,0,0
tt1667353,0,0,0,0,0,0
tt1623288,0,0,0,0,0,0
tt1482459,0,0,0,0,0,0
tt1307068,0,0,0,0,0,0
tt1277953,0,0,0,0,0,0
tt1667889,0,0,0,0,0,0
tt1673434,0,0,0,0,0,0
tt1217209,0,0,0,0,0,0
tt1772341,0,0,0,0,0,0
tt1446714,0,0,0,0,0,0
tt0454876,0,0,0,0,0,0
tt0903624,0,0,0,0,0,0
tt1621039,0,0,0,0,0,0
tt0765446,0,0,0,0,0,0
tt1709143,0,0,0,0,0,0
tt2101473,0,0,0,0,0,0
tt2403021,0,0,0,0,0,0
tt2017020,0,0,0,0,0,0
tt2113681,0,0,0,0,0,0
tt1691917,0,0,0,0,0,0
tt1869716,0,0,0,0,0,0
tt2179116,0,0,0,0,0,0
tt1860353,0,0,0,0,0,0
tt1985966,0,0,0,0,0,0
tt0848537,0,0,0,0,0,0
tt1854564,0,0,0,0,0,0
tt1821549,0,0,0,0,0,0
tt1351685,0,0,0,0,0,0
tt1623205,0,0,0,0,0,0
tt1453405,0,0,0,0,0,0
tt1690953,0,0,0,0,0,0
tt1170358,0,0,0,0,0,0
tt2183034,0,0,0,0,0,0
tt1921149,0,0,0,0,0,0
tt1821658,0,0,0,0,0,0
tt2281587,0,0,0,0,0,0
tt2261331,0,0,0,0,0,0
tt1626146,0,0,0,0,0,0
tt1865505,0,0,0,0,0,0
tt0787474,0,0,0,0,0,0
tt0864835,0,0,0,0,0,0
tt2262227,0,0,0,0,0,0
tt1911658,0,0,0,0,0,0
tt2357291,0,0,0,0,0,0
tt1109624,0,0,0,0,0,0
tt2180411,0,0,0,0,0,0
tt2310332,0,0,0,0,0,0
tt2278388,0,0,0,0,0,0
tt0816692,0,0,0,0,0,0
tt1178665,0,0,0,0,0,0
tt2452042,0,0,0,0,0,0
tt2279373,0,0,0,0,0,0
tt1754656,0,0,0,0,0,0
tt1051904,0,0,0,0,0,0
tt2224026,0,0,0,0,0,0
tt1524930,0,0,0,0,0,0
tt1979388,0,0,0,0,0,0
tt2293640,0,0,0,0,0,0
tt2096673,0,0,0,0,0,0
tt2261287,0,0,0,0,0,0
tt1679335,0,0,0,0,0,0
tt1935859,0,0,0,0,0,0
tt1700841,0,0,0,0,0,0
tt2277860,0,0,0,0,0,0
tt2398241,0,0,0,0,0,0
tt5093026,0,0,0,0,0,0
tt4877122,0,0,0,0,0,0
tt1753383,0,0,0,0,0,0
tt1241317,0,0,0,0,0,0
tt2380307,0,0,0,0,0,0
tt5580390,0,0,0,0,0,0
tt5664636,0,0,0,0,0,0
tt4827558,0,0,0,0,0,0
tt5523010,0,0,0,0,0,0
tt6182908,0,0,0,0,0,0
tt5117670,0,0,0,0,0,0
tt6820256,0,0,0,0,0,0
tt1620680,0,0,0,0,0,0
tt7775622,0,0,0,0,0,0
tt5220122,0,0,0,0,0,0
tt2388771,0,0,0,0,0,0
tt5848272,0,0,0,0,0,0
tt5104604,0,0,0,0,0,0
tt6599742,0,0,0,0,0,0
tt6699860,0,0,0,0,0,0
tt8748256,0,0,0,0,0,0
tt5314190,0,0,0,0,0,0
tt5113040,0,0,0,0,42,78
tt6348138,0,0,0,0,0,54
tt7616798,0,0,0,0,0,0
tt6095472,0,0,0,0,0,0
tt6428676,0,0,0,0,0,0
tt1160419,0,0,0,0,0,96
tt0070016,0,0,0,0,0,0
tt0070544,0,0,0,0,0,0
tt0076363,0,0,0,0,0,0
tt0084503,0,0,0,0,0,0
tt0095327,0,0,0,0,0,0
tt0096283,0,0,0,0,0,0
tt0096787,0,0,0,0,0,0
tt0097757,0,0,0,0,0,0
tt0102587,0,0,0,0,0,0
tt0101414,0,0,0,0,0,0
tt0104009,0,0,0,0,0,0
tt0107688,0,0,0,0,0,0
tt0110008,0,0,0,0,0,0
tt0113799,0,0,0,0,0,0
tt0113824,0,0,0,0,0,0
tt0116583,0,0,0,0,0,0
tt0156887,0,0,0,0,0,0
tt0193253,0,0,0,0,0,0
tt0120910,0,0,0,0,0,0
tt0158983,0,0,0,0,0,0
tt0166276,0,0,0,0,0,0
tt0291350,0,0,0,0,0,0
tt0243017,0,0,0,0,0,0
tt0271263,0,0,0,0,0,0
tt0286244,0,0,0,0,0,0
tt0347246,0,0,0,0,0,0
tt0356634,0,0,0,0,0,0
tt0443536,0,0,0,0,0,0
tt0121164,0,0,0,0,0,0
tt0455499,0,0,0,0,0,0
tt0851578,0,0,0,0,0,0
tt0405296,0,0,0,0,0,0
tt0317219,0,0,0,0,0,0
tt0423294,0,0,0,0,0,0
tt0952640,0,0,0,0,0,0
tt0808417,0,0,0,0,0,0
tt0461770,0,0,0,0,0,0
tt0465502,0,0,0,0,0,0
tt1185616,0,0,0,0,0,0
tt1231580,0,0,0,0,0,0
tt0978762,0,0,0,0,0,0
tt0327597,0,0,0,0,0,0
tt0775489,0,0,0,0,0,0
tt1323594,0,0,0,0,0,0
tt1798188,0,0,0,0,0,0
tt2140203,0,0,0,0,0,0
tt1142977,0,0,0,0,0,0
tt0837562,0,0,0,0,0,0
tt1821641,0,0,0,0,0,0
tt2013293,0,0,0,0,0,0
tt2401878,0,0,0,0,0,0
tt2510894,0,0,0,0,0,0
tt2321405,0,0,0,0,0,0
tt5323662,0,0,0,0,0,0
tt5311514,0,0,0,0,0,0
tt5378092,0,0,0,0,0,0
tt2066051,100,0,0,0,94,41
tt0099685,53,74,0,0,0,0
tt0066206,0,0,0,0,0,0
tt0070518,0,0,0,0,0,0
tt0070666,0,0,0,0,0,0
tt0070511,0,0,0,0,0,0
tt0071746,0,0,0,0,0,0
tt0071691,0,0,0,0,0,0
tt0072443,0,0,0,0,0,0
tt0072890,0,0,0,0,0,0
tt0074896,0,0,0,0,0,0
tt0074119,0,0,0,0,0,0
tt0077838,0,0,0,0,0,0
tt0077928,0,0,0,0,0,0
tt0079116,0,0,0,0,0,0
tt0081059,0,0,0,0,0,0
tt0080549,0,0,0,0,0,0
tt0080678,0,0,0,0,0,0
tt0081398,0,0,0,0,0,0
tt0082766,0,0,0,0,0,0
tt0082783,0,0,0,0,0,0
tt0082979,0,0,0,0,0,0
tt0082176,0,0,0,0,0,0
tt0082158,0,0,0,0,0,0
tt0084335,0,0,0,0,0,0
tt0083987,0,0,0,0,0,0
tt0086312,0,0,0,0,0,0
tt0087553,0,0,0,0,0,0
tt0086879,0,0,0,0,0,0
tt0089560,0,0,0,0,0,0
tt0089755,0,0,0,0,0,0
tt0091954,0,0,0,0,0,0
tt0099763,0,0,0,0,0,0
tt0093378,0,0,0,0,0,0
tt0093389,0,0,0,0,0,0
tt0093105,0,0,0,0,0,0
tt0096316,0,0,0,0,0,0
tt0094027,0,0,0,0,0,0
tt0095243,0,0,0,0,0,0
tt0097457,0,0,0,0,0,0
tt0097937,0,0,0,0,0,0
tt0096969,0,0,0,0,0,0
tt0097441,0,0,0,0,0,0
tt0100234,0,0,0,0,0,0
tt0100486,0,0,0,0,0,0
tt0099077,0,0,0,0,0,0
tt0101516,0,0,0,0,0,0
tt0101761,0,0,0,0,0,0
tt0101316,0,0,0,0,0,0
tt0104427,0,0,0,0,0,0
tt0103939,0,0,0,0,0,0
tt0104797,0,0,0,0,0,0
tt0108551,0,0,0,0,0,0
tt0108101,0,0,0,0,0,0
tt0106912,0,0,0,0,0,0
tt0108065,0,0,0,0,0,0
tt0108330,0,0,0,0,0,0
tt0108002,0,0,0,0,0,0
tt0107207,0,0,0,0,0,0
tt0108052,0,0,0,0,0,0
tt0110428,0,0,0,0,0,0
tt0110963,0,0,0,0,0,0
tt0109508,0,0,0,0,0,0
tt0110116,0,0,0,0,0,0
tt0110877,0,0,0,0,0,0
tt0110005,0,0,0,0,0,0
tt0110932,0,0,0,0,0,0
tt0109707,0,0,0,0,0,0
tt0113987,0,0,0,0,0,0
tt0112792,0,0,0,0,0,0
tt0112461,0,0,0,0,0,0
tt0115632,0,0,0,0,0,0
tt0117039,0,0,0,0,0,0
tt0116250,0,0,0,0,0,0
tt0117631,0,0,0,0,0,0
tt0117318,0,0,0,0,0,0
tt0119280,0,0,0,0,0,0
tt0120514,0,0,0,0,0,0
tt0120094,0,0,0,0,0,0
tt0119485,0,0,0,0,0,0
tt0119951,0,0,0,0,0,0
tt0119008,0,0,0,0,0,0
tt0118892,0,0,0,0,0,0
tt0120684,0,0,0,0,0,0
tt0127536,0,0,0,0,0,0
tt0129290,0,0,0,0,0,0
tt0166896,0,0,0,0,0,0
tt0132477,0,0,0,0,0,0
tt0174856,0,0,0,0,0,0
tt0171804,0,0,0,0,0,0
tt0125664,0,0,0,0,0,0
tt0172493,0,0,0,0,0,0
tt0140352,0,0,0,0,0,0
tt0247196,0,0,0,0,0,0
tt0221073,0,0,0,0,0,0
tt0236640,0,0,0,0,0,0
tt0200027,0,0,0,0,0,0
tt0264464,0,0,0,0,0,87
tt0280653,0,0,0,0,0,0
tt0168786,0,0,0,0,0,0
tt0120679,0,0,0,0,0,0
tt0270288,0,0,0,0,0,0
tt0253474,0,0,0,0,0,0
tt0309820,0,0,0,0,0,0
tt0320244,0,0,0,0,0,0
tt0279111,0,0,0,0,0,0
tt0312549,0,0,0,0,0,0
tt0317910,0,0,0,0,0,0
tt0342172,0,0,0,0,0,0
tt0316465,0,0,0,0,0,0
tt0305206,0,0,0,0,0,0
tt0335119,0,0,0,0,0,0
tt0340855,0,0,0,0,0,0
tt0352520,0,0,0,0,0,0
tt0363473,0,0,0,0,0,0
tt0388789,0,0,0,0,0,0
tt0388139,0,0,0,0,0,0
tt0364961,0,0,0,0,0,0
tt0375920,0,0,0,0,0,0
tt0349825,0,0,0,0,0,0
tt0362269,0,0,0,0,0,0
tt0369702,0,0,0,0,0,0
tt0350258,0,0,0,0,0,0
tt0308644,0,0,0,0,0,0
tt0363163,0,0,0,0,0,0
tt0338751,0,0,0,0,0,0
tt0395169,0,0,0,0,0,0
tt1016268,0,0,0,0,0,0
tt0426578,0,0,0,0,0,0
tt0388980,0,0,0,0,0,0
tt0430308,0,0,0,0,0,0
tt0427312,0,0,0,0,0,0
tt0412080,0,0,0,0,0,0
tt0355702,0,0,0,0,0,0
tt0402399,0,0,0,0,0,0
tt0433383,0,0,0,0,0,0
tt0393162,0,0,0,0,0,0
tt0379725,0,0,0,0,0,0
tt0352248,0,0,0,0,0,0
tt0408306,0,0,0,0,0,0
tt0358273,0,0,0,0,0,0
tt0422295,0,0,0,0,0,0
tt0420609,0,0,0,0,0,0
tt0441774,0,0,0,0,0,0
tt0432402,0,0,0,0,0,0
tt0454776,0,0,0,0,0,0
tt0482546,0,0,0,0,0,0
tt0455957,0,0,0,0,0,0
tt0419749,0,0,0,0,0,0
tt0427969,0,0,0,0,0,0
tt0308055,0,0,0,0,0,0
tt0385726,0,0,0,0,0,0
tt0421206,0,0,0,0,0,0
tt0445990,0,0,0,0,0,0
tt0422720,0,0,0,0,0,0
tt0426883,0,0,0,0,0,0
tt0499375,0,0,0,0,0,0
tt0829459,0,0,0,0,0,0
tt0802948,0,0,0,0,0,0
tt0923752,0,0,0,0,0,0
tt0427309,0,0,0,0,0,0
tt0368794,0,0,0,0,0,0
tt0416508,0,0,0,0,0,0
tt0401997,0,0,0,0,0,0
tt0421082,0,0,0,0,0,0
tt0463998,0,0,0,0,0,0
tt0414055,0,0,0,0,0,0
tt0450188,0,0,0,0,0,0
tt0401383,0,0,0,0,0,0
tt0472062,0,0,0,0,0,0
tt0443680,0,0,0,0,0,0
tt0765429,0,0,0,0,0,0
tt1023490,0,0,0,0,0,0
tt1157605,0,0,0,0,0,0
tt0819714,0,0,0,0,0,0
tt1054588,0,0,0,0,0,0
tt1042877,0,0,0,0,0,0
tt0469903,0,0,0,0,0,0
tt1152758,0,0,0,0,0,0
tt0374569,0,0,0,0,0,0
tt0892255,0,0,0,0,0,0
tt1175491,0,0,0,0,0,0
tt1155592,0,0,0,0,0,0
tt0986233,0,0,0,0,0,0
tt0455538,0,0,0,0,0,0
