tconst,p1,p2,p3,p4,p5,p6
tt0081283,0,0,0,0,0,0
tt0083169,0,0,0,0,0,0
tt0082933,0,0,0,0,0,0
tt0083284,0,0,0,0,0,0
tt0082846,0,0,0,0,0,0
tt0082334,0,0,0,0,0,0
tt0086617,0,0,0,0,0,0
tt0084855,0,0,0,0,0,0
tt0084707,0,0,0,0,0,0
tt0084434,0,0,0,0,0,0
tt0083922,0,0,0,0,0,0
tt0084602,0,0,0,0,0,0
tt0086361,0,0,0,0,0,0
tt0085933,0,0,0,0,0,0
tt0085154,0,0,0,0,0,0
tt0086022,0,0,0,0,0,0
tt0085701,0,0,0,0,0,0
tt0085549,0,0,0,0,0,0
tt0085407,0,0,0,0,0,0
tt0087075,0,0,0,0,0,0
tt0087957,0,0,0,0,0,0
tt0086969,0,0,0,0,0,0
tt0087781,0,0,0,0,0,0
tt0087277,0,0,0,0,0,0
tt0087884,0,0,0,0,0,0
tt0089424,0,0,0,0,0,0
tt0089869,0,0,0,0,0,0
tt0090060,0,0,0,0,0,0
tt0091867,0,0,0,0,0,0
tt0091251,0,0,0,0,0,0
tt0089767,0,0,0,0,0,0
tt0088939,0,0,0,0,0,0
tt0089927,0,0,0,0,0,0
tt0088846,0,0,0,0,0,0
tt0090888,0,0,0,0,0,0
tt0090830,0,0,0,0,0,0
tt0090563,0,0,0,0,0,0
tt0091886,0,0,0,0,0,0
tt0091480,0,0,0,0,0,0
tt0091670,0,0,0,0,0,0
tt0091288,0,0,0,0,0,0
tt0091187,0,0,0,0,0,0
tt0091217,0,0,0,0,0,0
tt0090863,0,0,0,0,0,0
tt0091064,0,0,0,0,0,0
tt0090756,0,0,0,0,0,0
tt0091763,0,0,0,0,0,0
tt0093512,0,0,0,0,0,0
tt0092603,0,0,0,0,0,0
tt0094006,0,0,0,0,0,0
tt0092593,0,0,0,0,0,0
tt0093191,0,0,0,0,0,0
tt0093010,0,0,0,0,0,0
tt0092965,0,0,0,0,0,0
tt0092890,0,0,0,0,0,0
tt0093058,0,0,0,0,0,0
tt0094606,0,0,0,0,0,0
tt0095467,0,0,0,0,0,0
tt0095082,0,0,0,0,0,0
tt0096332,0,0,0,0,0,0
tt0094964,0,0,0,0,0,0
tt0095497,0,0,0,0,0,0
tt0094947,0,0,0,0,0,0
tt0095765,0,0,0,0,0,0
tt0095953,0,0,0,0,0,0
tt0097722,0,0,0,0,0,0
tt0098253,0,0,0,0,0,0
tt0098724,0,0,0,0,0,0
tt0097239,0,0,0,0,0,0
tt0097351,0,0,0,0,0,0
tt0100530,0,0,0,0,0,0
tt0099776,0,0,0,0,0,0
tt0099726,0,0,0,0,0,0
tt0100998,0,0,0,0,0,0
tt0099528,0,0,0,0,0,0
tt0099582,0,0,0,0,0,0
tt0099871,0,0,0,0,0,0
tt0100507,0,0,0,0,0,0
tt0100157,0,0,0,0,0,0
tt0099653,0,0,0,0,0,0
tt0099487,0,0,0,0,0,0
tt0102316,0,0,0,0,0,0
tt0101787,0,0,0,0,0,0
tt0102388,0,0,0,0,0,0
tt0102713,0,0,0,0,0,0
tt0102175,0,0,0,0,0,0
tt0101829,0,0,0,0,0,0
tt0101640,0,0,0,0,0,0
tt0102768,0,0,0,0,0,0
tt0101765,0,0,0,0,0,0
tt0102511,0,0,0,0,0,0
tt0102494,0,0,0,0,0,0
tt0102945,0,0,0,0,0,0
tt0101921,0,0,0,0,0,0
tt0102138,0,0,0,0,0,0
tt0106453,0,0,0,0,0,0
tt0104237,0,0,0,0,0,0
tt0103994,0,0,0,0,0,0
tt0105156,0,0,0,0,0,0
tt0104990,0,0,0,0,0,0
tt0104756,0,0,0,0,0,0
tt0105327,0,0,0,0,0,0
tt0104454,0,0,0,0,0,0
tt0105414,0,0,0,0,0,0
tt0104779,0,0,0,0,0,0
tt0104389,0,0,0,0,0,0
tt0105046,0,0,0,0,0,0
tt0104291,0,0,0,0,0,0
tt0105265,0,0,0,0,0,0
tt0105665,0,0,0,0,0,0
tt0103855,0,0,0,0,0,0
tt0103772,0,0,0,0,0,0
tt0104257,0,0,0,0,0,0
tt0105323,0,0,0,0,0,0
tt0105695,0,0,0,0,0,0
tt0107282,0,0,0,0,0,0
tt0107426,0,0,0,0,0,0
tt0108265,0,0,0,0,0,0
tt0106627,0,0,0,0,0,0
tt0108185,0,0,0,0,0,0
tt0107151,0,0,0,0,0,0
tt0106881,0,0,0,0,0,0
tt0109555,0,0,0,0,0,0
tt0108473,0,0,0,0,0,0
tt0106332,0,0,0,0,0,0
tt0107007,0,0,0,0,0,0
tt0107501,0,0,0,0,0,0
tt0108162,0,0,0,0,0,0
tt0108211,0,0,0,0,0,0
tt0108071,0,0,0,0,0,0
tt0107034,0,0,0,0,0,0
tt0106226,0,0,0,0,0,0
tt0107211,0,0,0,0,0,0
tt0107943,0,0,0,0,0,0
tt0107822,0,0,0,0,0,0
tt0108394,0,0,0,0,0,0
tt0106918,0,0,0,0,0,0
tt0108550,0,0,0,0,0,0
tt0107818,0,0,0,0,0,0
tt0110882,0,0,0,0,0,0
tt0111579,0,0,0,0,0,0
tt0109759,0,0,0,0,0,0
tt0109579,0,0,0,0,0,0
tt0110638,0,0,0,0,0,0
tt0109635,0,0,0,0,0,0
tt0109836,0,0,0,0,0,0
tt0113409,0,0,0,0,0,0
tt0110322,0,0,0,0,0,0
tt0110148,0,0,0,0,0,0
tt0109830,0,0,0,0,0,0
tt0114279,0,0,0,0,0,0
tt0114345,0,0,0,0,0,0
tt0113419,0,0,0,0,0,0
tt0113870,0,0,0,0,0,0
tt0114168,0,0,0,0,0,0
tt0113862,0,0,0,0,0,0
tt0112722,0,0,0,0,0,0
tt0114436,0,0,0,0,0,0
tt0112870,0,0,0,0,0,0
tt0112579,0,0,0,0,0,0
tt0113540,0,0,0,0,0,0
tt0112817,0,0,0,0,0,0
tt0114388,0,0,0,0,0,0
tt0113627,0,0,0,0,0,0
tt0116095,0,0,0,0,0,0
tt0118055,0,0,0,0,0,0
tt0115561,0,0,0,0,0,0
tt0117002,0,0,0,0,0,0
tt0115678,0,0,0,0,0,0
tt0115907,0,0,0,0,0,0
tt0116999,0,0,0,0,0,0
tt0117737,0,0,0,0,0,0
tt0116905,0,0,0,0,0,0
tt0115988,0,0,0,0,0,0
tt0117589,0,0,0,0,0,0
tt0116477,0,0,0,0,0,0
tt0116287,0,0,0,0,0,0
tt0115964,0,0,0,0,0,0
tt0115751,0,0,0,0,0,0
tt0115963,0,0,0,0,0,0
tt0117333,0,0,0,0,0,0
tt0117666,0,0,0,0,0,0
tt0116209,0,0,0,0,0,0
tt0117509,0,0,0,0,0,0
tt0117951,0,0,0,0,0,0
tt0120338,0,0,0,0,0,98
tt0118632,0,0,0,0,0,0
tt0119861,0,0,0,0,0,0
tt0128332,0,0,0,0,0,0
tt0118564,0,0,0,0,0,0
tt0118760,0,0,0,0,0,0
tt0119791,0,0,0,0,0,0
tt0120265,0,0,0,0,0,0
tt0118845,0,0,0,0,0,0
tt0120176,0,0,0,0,0,0
tt0118531,0,0,0,0,0,0
tt0118819,0,0,0,0,0,0
tt0120255,0,0,0,0,0,0
tt0119558,0,0,0,0,0,0
tt0119349,0,0,0,0,0,0
tt0118849,0,0,0,0,0,0
tt0125659,0,0,0,0,0,0
tt0118607,0,0,0,0,0,0
tt0123755,0,0,0,0,0,0
tt0118749,0,0,0,0,0,0
tt0118884,0,0,0,0,0,0
tt0119177,0,0,0,0,0,0
tt0118971,0,0,0,0,0,0
tt0119174,0,0,0,0,0,0
tt0119217,0,0,0,0,0,0
tt0124595,0,0,0,0,0,0
tt0133363,0,0,0,0,0,0
tt0119313,0,0,0,0,0,0
tt0164538,0,0,0,0,0,0
tt0120633,0,0,0,0,0,0
tt0120802,0,0,0,0,0,0
tt0120879,0,0,0,0,0,0
tt0140888,0,0,0,0,0,0
tt0119314,0,0,0,0,0,0
tt0124718,0,0,0,0,0,0
tt0119223,0,0,0,0,0,0
tt0120731,0,0,0,0,0,0
tt0154420,0,0,0,0,0,0
tt0120184,0,0,0,0,0,0
tt0120902,0,0,0,0,0,0
tt0120889,0,0,0,0,0,0
tt0120632,0,0,0,0,0,0
tt0138704,0,0,0,0,0,0
tt0120863,0,0,0,0,0,0
tt0119643,0,0,0,0,0,0
tt0120586,0,0,0,0,0,0
tt0120815,0,0,0,0,0,0
tt0120834,0,0,0,0,0,0
tt0120662,0,0,0,0,0,0
tt0120716,0,0,0,0,0,0
tt0191043,0,0,0,0,0,0
tt0156934,0,0,0,0,0,0
tt0120866,0,0,0,0,0,0
tt0145653,0,0,0,0,0,0
tt0172396,0,0,0,0,0,0
tt0120620,0,0,0,0,0,0
tt0126916,0,0,0,0,0,0
tt0128278,0,0,0,0,0,0
tt0139462,0,0,0,0,0,0
tt0166485,0,0,0,0,0,0
tt0138304,0,0,0,0,0,0
tt0163988,0,0,0,0,0,0
tt0235198,0,0,0,0,0,0
tt0185125,0,0,0,0,0,0
tt0124315,0,0,0,0,0,0
tt0146838,0,0,0,0,0,0
tt0159097,0,0,0,0,0,0
tt0139134,0,0,0,0,0,0
tt0175880,0,0,0,0,0,0
tt0120663,0,0,0,0,0,0
tt0167404,0,0,0,0,0,0
tt0169547,0,0,0,0,0,0
tt0137523,0,0,0,0,0,0
tt0210616,0,0,0,0,0,0
tt0186894,0,0,0,0,0,0
tt0174480,0,0,0,0,0,0
tt0249462,0,0,0,0,0,0
tt0241303,0,0,0,0,0,0
tt0245712,0,0,0,0,0,0
tt0208990,0,0,0,0,0,0
tt0275719,0,0,0,0,0,0
tt0184791,0,0,0,0,0,0
tt0245238,0,0,0,0,0,0
tt0120824,0,0,0,0,0,0
tt0254455,0,0,0,0,0,0
tt0247199,0,0,0,0,0,0
tt0202470,0,0,0,0,0,0
tt0264796,0,0,0,0,0,0
tt0283509,0,0,0,0,0,0
tt0242527,0,0,0,0,0,0
tt0268995,0,0,0,0,0,0
tt0254686,0,0,0,0,0,0
tt0218922,0,0,0,0,0,0
tt0206275,0,0,0,0,0,0
tt0256009,0,0,0,0,0,0
tt0285742,0,0,0,0,0,0
tt0230838,0,0,0,0,0,0
tt0250258,0,0,0,0,0,0
tt0245574,0,0,0,0,0,0
tt0203009,0,0,0,0,0,0
tt0166924,0,0,0,0,0,0
tt0179098,0,0,0,0,0,0
tt0330229,0,0,0,0,0,0
tt0298408,0,0,0,0,0,0
tt0283530,0,0,0,0,0,0
tt0250468,0,0,0,0,0,0
tt0346094,0,0,0,0,0,0
tt0279778,0,0,0,0,0,0
tt0318034,0,0,0,0,0,0
tt0283026,0,0,0,0,0,0
tt0283084,0,0,0,0,0,0
tt0351817,0,0,0,0,0,0
tt0280491,0,0,0,0,0,0
tt0318411,0,0,0,0,0,0
tt0258068,0,0,0,0,0,0
tt0209077,0,0,0,0,0,0
tt0308379,0,0,0,0,0,0
tt0283139,0,0,0,0,0,0
tt0300532,0,0,0,0,0,0
tt0265662,0,0,0,0,0,0
tt0303361,0,0,0,0,0,0
tt0278731,0,0,0,0,0,0
tt0259288,0,0,0,0,0,0
tt0238936,0,0,0,0,0,0
tt0298228,0,0,0,0,0,0
tt0298845,0,0,0,0,0,0
tt0279113,0,0,0,0,0,0
tt0297884,0,0,0,0,0,0
tt0251114,0,0,0,0,0,0
tt0238546,0,0,0,0,0,0
tt0267626,0,0,0,0,0,0
tt0285492,0,0,0,0,0,0
tt0264472,0,0,0,0,0,0
tt0265349,0,0,0,0,0,0
tt0250797,0,0,0,0,0,0
tt0307479,0,0,0,0,0,0
tt0287467,0,0,0,0,0,0
tt0265459,0,0,0,0,0,0
tt0274558,0,0,0,0,0,0
tt0281358,0,0,0,0,0,0
tt0298203,0,0,0,0,0,0
tt0278504,0,0,0,0,0,0
tt0286106,0,0,0,0,0,0
tt0330099,0,0,0,0,0,0
tt0346723,0,0,0,0,0,0
tt0337578,0,0,0,0,0,0
tt0310357,0,0,0,0,0,0
tt0346336,0,0,0,0,0,0
tt0345061,0,0,0,0,0,0
tt0331468,0,0,0,0,0,0
tt0301976,0,0,0,0,0,0
tt0314412,0,0,0,0,0,0
tt0308383,0,0,0,0,0,0
tt0318374,0,0,0,0,0,0
tt0323944,0,0,0,0,0,0
tt0338309,0,0,0,0,0,0
tt0376968,0,0,0,0,0,0
tt0322589,0,0,0,0,0,0
tt0365376,0,0,0,0,0,0
tt0329575,0,0,0,0,0,0
tt0374546,0,0,0,0,0,0
tt0304415,0,0,0,0,0,0
tt0368226,0,0,0,0,0,0
tt0328538,0,0,0,0,0,0
tt0285531,0,0,0,0,0,0
tt0309987,0,0,0,0,0,0
tt0335266,0,0,0,0,0,0
tt0331952,0,0,0,0,0,0
tt0359423,0,0,0,0,0,0
tt0384369,0,0,0,0,0,0
tt0338097,0,0,0,0,0,0
tt0424227,0,0,0,0,0,0
tt0382189,0,0,0,0,0,0
tt0318974,0,0,0,0,0,0
tt0241025,0,0,0,0,0,0
tt0428870,0,0,0,0,0,0
tt0377752,0,0,0,0,0,0
tt0411705,0,0,0,0,0,0
tt0408664,0,0,0,0,0,0
tt0378793,0,0,0,0,0,0
tt0369672,0,0,0,0,0,0
tt0365957,0,0,0,0,0,0
tt0338096,0,0,0,0,0,0
tt0408777,0,0,0,0,0,0
tt0364343,0,0,0,0,0,0
tt0361127,0,0,0,0,0,0
tt0337876,0,0,0,0,0,0
tt0379889,0,0,0,0,0,0
tt0377713,0,0,0,0,0,0
tt0420332,0,0,0,0,0,0
tt0347048,0,0,0,0,0,0
tt0324554,0,0,0,0,0,0
tt0349710,0,0,0,0,0,0
tt0372824,0,0,0,0,0,0
tt0356618,0,0,0,0,0,0
tt0370986,0,0,0,0,0,0
tt0344510,0,0,0,0,0,0
tt0367110,0,0,0,0,0,0
tt0390384,0,0,0,0,0,0
tt0368008,0,0,0,0,0,0
tt0293508,0,0,0,0,0,0
tt0363988,0,0,0,0,0,0
tt0376541,0,0,0,0,0,0
tt0335345,0,0,0,0,0,0
tt0381681,0,0,0,0,0,0
tt0368447,0,0,0,0,0,0
tt0361862,0,0,0,0,0,0
tt0289879,0,0,0,0,0,0
tt0332452,0,0,0,0,0,0
tt0332280,0,0,0,0,0,0
tt0405159,0,0,0,0,0,0
tt0338013,0,0,0,0,0,0
tt0418832,0,0,0,0,0,0
tt0240200,0,0,0,0,0,0
tt0453729,0,0,0,0,0,0
tt0398027,0,0,0,0,0,0
tt0403217,0,0,0,0,0,0
tt0342735,0,0,0,0,0,0
tt0449061,0,0,0,0,0,0
tt0338427,0,0,0,0,0,0
tt0429573,0,0,0,0,0,0
tt0384286,0,0,0,0,0,0
tt0424205,0,0,0,0,0,0
tt0350261,0,0,0,0,0,0
tt0357507,0,0,0,0,0,0
tt0410764,0,0,0,0,0,0
tt0375611,0,0,0,0,0,0
tt0395972,0,0,0,0,0,0
tt0377107,0,0,0,0,0,0
tt0417217,0,0,0,0,0,0
tt0375210,0,0,0,0,0,0
tt0294870,0,0,0,0,0,0
tt0380389,0,0,0,0,0,0
tt0382628,0,0,0,0,0,0
tt0387898,0,0,0,0,0,0
tt0476735,0,0,0,0,0,0
tt0371257,0,0,0,0,0,0
tt0382077,0,0,0,0,0,0
tt0397101,0,0,0,0,0,0
tt0366627,0,0,0,0,0,0
tt0404032,0,0,0,0,0,0
tt0365737,0,0,0,0,0,0
tt0387131,0,0,0,0,0,0
tt0397535,0,0,0,0,0,0
tt0408790,0,0,0,0,0,0
tt0424136,0,0,0,0,0,0
tt0416320,0,0,0,0,0,0
tt0414387,0,0,0,0,0,0
tt0388795,0,0,0,0,0,0
tt0412798,0,0,0,0,0,0
tt0444182,0,0,0,0,0,0
tt0805526,0,0,0,0,0,0
tt0449999,0,0,0,0,0,0
tt0437800,0,0,0,0,0,0
tt0417433,0,0,0,0,0,0
tt0491747,0,0,0,0,0,0
tt0405676,0,0,0,0,0,0
tt0438315,0,0,0,0,0,0
tt0439662,0,0,0,0,0,0
tt0457655,0,0,0,0,0,0
tt0470705,0,0,0,0,0,0
tt0430912,0,0,0,0,0,0
tt0424880,0,0,0,0,0,0
tt0460829,0,0,0,0,0,0
tt0758794,0,0,0,0,0,0
tt0462200,0,0,0,0,0,0
tt0443489,0,0,0,0,0,0
tt0389557,0,0,0,0,0,0
tt0469641,0,0,0,0,0,0
tt0468489,0,0,0,0,0,0
tt0452637,0,0,0,0,0,0
tt0404203,0,0,0,0,0,0
tt0449467,0,0,0,0,0,0
tt0206634,0,0,0,0,0,0
tt0457430,0,0,0,0,0,0
tt0765447,0,0,0,0,0,0
tt0480269,0,0,0,0,0,0
tt0815178,0,0,0,0,0,0
tt0988108,0,0,0,0,0,0
tt0879843,0,0,0,0,0,0
tt0800027,0,0,0,0,0,0
tt0397044,0,0,0,0,0,0
tt0953318,0,0,0,0,0,0
tt0338216,0,0,0,0,0,0
tt0416185,0,0,0,0,0,0
tt0942384,0,0,0,0,0,0
tt0768212,0,0,0,0,0,0
tt0486051,0,0,0,0,0,0
tt0775539,0,0,0,0,0,0
tt0760311,0,0,0,0,0,0
tt0484740,0,0,0,0,0,0
tt0469623,0,0,0,0,0,0
tt0880502,0,0,0,0,0,0
tt0810988,0,0,0,0,0,0
tt0808357,0,0,0,0,0,0
tt1078188,0,0,0,0,0,0
tt0857191,0,0,0,0,0,0
tt0765120,0,0,0,0,0,0
tt0804522,0,0,0,0,0,0
tt0871510,0,0,0,0,0,0
tt0477071,0,0,0,0,0,0
tt0419887,0,0,0,0,0,0
tt0490204,0,0,0,0,0,0
tt0426931,0,0,0,0,0,0
tt0445922,0,0,0,0,0,0
tt0907657,0,0,0,0,0,0
tt0398808,0,0,0,0,0,0
tt0464141,0,0,0,0,0,0
tt0986264,0,0,0,0,0,0
tt0756683,0,0,0,0,0,0
tt0783233,0,0,0,0,0,0
tt0408236,0,0,0,0,0,0
tt0469494,0,0,0,0,0,0
tt0480249,0,0,0,0,0,0
tt0816556,0,0,0,0,0,0
tt1152850,0,0,0,0,0,0
tt0893402,0,0,0,0,0,0
tt0464041,0,0,0,0,0,0
tt1322930,0,0,0,0,0,0
tt1277737,0,0,0,0,0,0
tt1233381,0,0,0,0,0,0
tt1068649,0,0,0,0,0,0
tt0489281,0,0,0,0,0,0
tt1230165,0,0,0,0,0,0
tt1046947,0,0,0,0,0,0
tt1012804,0,0,0,0,0,0
tt1129423,0,0,0,0,0,0
tt0974554,0,0,0,0,0,0
tt0956038,0,0,0,0,0,0
tt0416212,0,0,0,0,0,0
tt0449487,0,0,0,0,0,0
tt1068646,0,0,0,0,0,0
tt0435679,0,0,0,0,0,0
tt1103275,0,0,0,0,0,0
tt1084950,0,0,0,0,0,0
tt1069238,0,0,0,0,0,0
tt0406759,0,0,0,0,0,0
tt0861689,0,0,0,0,0,0
tt1023481,0,0,0,0,0,0
tt0443701,0,0,0,0,0,0
tt1063669,0,0,0,0,0,0
tt0918927,0,0,0,0,0,0
tt0970416,0,0,0,0,0,0
tt0914798,0,0,0,0,0,0
tt0959337,0,0,0,0,0,0
tt0949731,0,0,0,0,0,0
tt1139797,0,0,0,0,0,0
tt0985699,0,0,0,0,0,0
tt0976051,0,0,0,0,0,0
tt0814314,0,0,0,0,0,0
tt1125849,0,0,0,0,0,0
tt0887912,0,0,0,0,0,0
tt1099212,0,0,0,0,0,0
tt0421715,0,0,0,0,0,0
tt1205489,0,0,0,0,0,0
tt1010048,0,0,0,0,0,0
tt1032819,0,0,0,0,0,0
tt1499666,0,0,0,0,0,0
tt1103982,0,0,0,0,0,0
tt1032825,0,0,0,0,0,0
tt1183665,0,0,0,0,0,0
tt1226236,0,0,0,0,0,0
tt1235796,0,0,0,0,0,0
tt1194263,0,0,0,0,0,0
tt1424797,0,0,0,0,0,0
tt1198138,0,0,0,0,0,0
tt0899106,0,0,0,0,0,0
tt0790712,0,0,0,0,0,0
tt0838247,0,0,0,0,0,0
tt0913425,0,0,0,0,0,0
tt0762073,0,0,0,0,0,0
tt1360860,0,0,0,0,0,0
tt0806203,0,0,0,0,0,0
tt0875034,0,0,0,0,0,0
tt1139668,0,0,0,0,0,0
tt1232776,0,0,0,0,0,0
tt0492044,0,0,0,0,0,0
tt1235124,0,0,0,0,0,0
tt1172233,0,0,0,0,0,0
tt1191111,0,0,0,0,0,0
tt1149362,0,0,0,0,0,0
tt1352824,0,0,0,0,0,0
tt1379182,0,0,0,0,0,0
tt0815245,0,0,0,0,0,0
tt1263670,0,0,0,0,0,0
tt1078588,0,0,0,0,0,0
tt0362478,0,0,0,0,0,0
tt1017460,0,0,0,0,0,0
tt1315981,0,0,0,0,0,0
tt0929632,0,0,0,0,0,0
tt0870984,0,0,0,0,0,0
tt1174732,0,0,0,0,0,0
tt0452694,0,0,0,0,0,0
tt0380510,0,0,0,0,0,0
tt1305806,0,0,0,0,0,0
tt0485947,0,0,0,0,0,0
tt0898367,0,0,0,0,0,0
tt1028532,0,0,0,0,0,0
tt1182345,0,0,0,0,0,0
tt1216520,0,0,0,0,0,0
tt1588337,0,0,0,0,0,0
tt1434435,0,0,0,0,0,0
tt1668200,0,0,0,0,0,0
tt1291465,0,0,0,0,0,0
tt1391034,0,0,0,0,0,0
tt1244659,0,0,0,0,0,0
tt1438298,0,0,0,0,0,0
tt1555064,0,0,0,0,0,0
tt1020773,0,0,0,0,0,0
tt1263750,0,0,0,0,0,0
tt1183923,0,0,0,0,0,0
tt1600524,0,0,0,0,0,0
tt1590089,0,0,0,0,0,0
tt1340107,0,0,0,0,0,0
tt1423995,0,0,0,0,0,0
tt1464580,0,0,0,0,0,0
tt1639426,0,0,0,0,0,0
tt1172991,0,0,0,0,0,0
tt1294688,0,0,0,0,0,0
tt0935075,0,0,0,0,0,0
tt1531663,0,0,0,0,0,0
tt0997152,0,0,0,0,0,0
tt1193631,0,0,0,0,0,0
tt1438254,0,0,0,0,0,0
tt1226753,0,0,0,0,0,0
tt1323045,0,0,0,0,0,0
tt1740707,0,0,0,0,0,0
tt1294226,0,0,0,0,0,0
tt0879870,0,0,0,0,0,0
tt1164999,0,0,0,0,0,0
tt1212419,0,0,0,0,0,0
tt1188996,0,0,0,0,0,0
tt1027718,0,0,0,0,0,0
tt0780653,0,0,0,0,0,0
tt1228987,0,0,0,0,0,0
tt1399683,0,0,0,0,0,0
tt1255953,0,0,0,0,0,0
tt0989757,0,0,0,0,0,0
tt1403981,0,0,0,0,0,0
tt1334260,0,0,0,0,0,0
tt1462758,0,0,0,0,0,0
tt1139328,0,0,0,0,0,0
tt1120985,0,0,0,0,0,0
tt1403865,0,0,0,0,0,0
tt0947798,0,0,0,0,0,0
tt0480239,0,0,0,0,0,0
tt1700844,0,0,0,0,0,0
tt1550312,0,0,0,0,0,0
tt1316540,0,0,0,0,0,0
tt0466893,0,0,0,0,0,0
tt1847731,0,0,0,0,0,0
tt1610996,0,0,0,0,0,0
tt1807950,0,0,0,0,0,0
tt1498569,0,0,0,0,0,0
tt1736633,0,0,0,0,0,0
tt1630036,0,0,0,0,0,0
tt1535970,0,0,0,0,0,0
tt1748207,0,0,0,0,0,0
tt1767382,0,0,0,0,0,0
tt1564349,0,0,0,0,0,0
tt1602098,0,0,0,0,0,0
tt1827512,0,0,0,0,0,0
tt1334102,0,0,0,0,0,0
tt1714210,0,0,0,0,0,0
tt1204340,0,0,0,0,0,0
tt1588398,0,0,0,0,0,0
tt1372686,0,0,0,0,0,0
tt1594562,0,0,0,0,0,0
tt1714209,0,0,0,0,0,0
tt1772250,0,0,0,0,0,0
tt1265990,0,0,0,0,0,0
tt1535616,0,0,0,0,0,0
tt1437358,0,0,0,0,0,0
tt1839596,0,0,0,0,0,0
tt1521197,0,0,0,0,0,0
tt1321860,0,0,0,0,0,0
tt1441326,0,0,0,0,0,0
tt1410063,0,0,0,0,0,0
tt1439572,0,0,0,0,0,0
tt1645080,0,0,0,0,0,0
tt1758692,0,0,0,0,0,0
tt1462041,0,0,0,0,0,0
tt1683526,0,0,0,0,0,0
tt1152398,0,0,0,0,0,0
tt1229822,0,0,0,0,0,0
tt1675192,0,0,0,0,0,0
tt1161864,0,0,0,0,0,0
tt1549572,0,0,0,0,0,0
tt1067583,0,0,0,0,0,0
tt1615147,0,0,0,0,0,0
tt1242460,0,0,0,0,0,0
tt1189073,0,0,0,0,0,0
tt1563738,0,0,0,0,0,0
tt1527186,0,0,0,0,0,0
tt0478304,0,0,0,0,0,0
tt1723811,0,0,0,0,0,0
tt1340800,0,0,0,0,0,0
tt1832382,0,0,0,0,0,0
tt1124035,0,0,0,0,0,0
tt0970179,0,0,0,0,0,0
tt1454029,0,0,0,0,0,0
tt1291584,0,0,0,0,0,0
tt1441940,0,0,0,0,0,0
tt2032557,0,0,0,0,0,0
tt1797504,0,0,0,0,0,0
tt1226240,0,0,0,0,0,0
tt1833844,0,0,0,0,0,0
tt1996310,0,0,0,0,0,0
tt1396226,0,0,0,0,0,0
tt2216240,0,0,0,0,0,0
tt2063781,0,0,0,0,0,0
tt0455323,0,0,0,0,0,0
tt1650048,0,0,0,0,0,0
tt1829012,0,0,0,0,0,0
tt1959332,0,0,0,0,0,0
tt2059255,0,0,0,0,0,0
tt1595656,0,0,0,0,0,0
tt1932767,0,0,0,0,0,0
tt1964624,0,0,0,0,0,0
tt1381404,0,0,0,0,0,0
tt1937264,0,0,0,0,0,0
tt2091473,0,0,0,0,0,0
tt2024519,0,0,0,0,0,0
tt2076220,0,0,0,0,0,0
tt1531901,0,0,0,0,0,0
tt1764183,0,0,0,0,0,0
tt2176013,0,0,0,0,0,0
tt1800741,0,0,0,0,0,0
tt1748179,0,0,0,0,0,0
tt2083383,0,0,0,0,0,0
tt2053425,0,0,0,0,0,0
tt1374992,0,0,0,0,0,0
tt1582507,0,0,0,0,0,0
tt1433811,0,0,0,0,0,0
tt1840417,0,0,0,0,0,0
tt1781769,0,0,0,0,0,0
tt1602620,0,0,0,0,0,0
tt1327194,0,0,0,0,0,0
tt1560747,0,0,0,0,0,0
tt1935179,0,0,0,0,0,0
tt1596365,0,0,0,0,0,0
tt1606389,0,0,0,0,0,0
tt1649419,0,0,0,0,0,0
tt1706593,0,0,0,0,0,0
tt2106476,0,0,0,0,0,0
tt1790885,0,0,0,0,0,0
tt1707386,0,0,0,0,0,0
tt1907668,0,0,0,0,0,0
tt1659337,0,0,0,0,0,0
tt1853728,0,0,0,0,0,0
tt1922685,0,0,0,0,0,0
tt2043933,0,0,0,0,0,0
tt1999987,0,0,0,0,0,0
tt2265534,0,0,0,0,0,0
tt2281159,0,0,0,0,0,0
tt1931602,0,0,0,0,0,0
tt2224317,0,0,0,0,0,0
tt2345112,0,0,0,0,0,0
tt2427892,0,0,0,0,0,0
tt2309224,0,0,0,0,0,0
tt2268458,0,0,0,0,0,0
tt1954315,0,0,0,0,0,0
tt1457765,0,0,0,0,0,0
tt2406252,0,0,0,0,0,0
tt2215477,0,0,0,0,0,0
tt2309021,0,0,0,0,0,0
tt2331143,0,0,0,0,0,0
tt1715336,0,0,0,0,0,0
tt1928340,0,0,0,0,0,0
tt2203308,0,0,0,0,0,0
tt2213054,0,0,0,0,0,0
tt2343793,0,0,0,0,0,0
tt2479800,0,0,0,0,0,0
tt2094018,0,0,0,0,0,0
tt2359810,0,0,0,0,0,0
tt1951181,0,0,0,0,0,0
tt2084989,0,0,0,0,0,0
tt2103267,0,0,0,0,0,0
tt1413495,0,0,0,0,0,0
tt1967545,0,0,0,0,0,0
tt2404461,0,0,0,0,0,0
tt2350496,0,0,0,0,0,0
tt2051879,0,0,0,0,0,0
tt2358891,0,0,0,0,0,0
tt2370248,0,0,0,0,0,0
tt1559547,0,0,0,0,0,0
tt2382009,0,0,0,0,0,0
tt1682180,0,0,0,0,0,0
tt1702439,0,0,0,0,0,0
tt1937390,0,0,0,0,0,0
tt1441395,0,0,0,0,0,0
